Norman SusDat ID	SMILES	MS_Ready_SMILES	selected
NS00019476	COC[C@H]1O[C@@H](O)[C@H](OC(C)C)[C@@H](O)[C@@H]1O	COCC1OC(O)C(OC(C)C)C(O)C1O	no
NS00019477	Cc1cccc(c1)N(CCO)CCO	Cc1cccc(c1)N(CCO)CCO	no
NS00019478	CC(C)COC(=O)CCC(=O)OCC(C)C	CC(C)COC(=O)CCC(=O)OCC(C)C	no
NS00019480	CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C	CC(=C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C	no
NS00019481	[Na+].[Na+].[Na+].[Na+].[Cu++].[Cu++].[O-]c1c(ccc(c1)c1cc([O-])c(cc1)N=Nc1c([O-])c(cc2c1ccc(c2)S(=O)(=O)[O-])S(=O)(=O)[O-])N=Nc1c([O-])c(cc2c1ccc(c2)S(=O)(=O)[O-])S(=O)(=O)[O-]	Oc1c(ccc(c1)c1cc(O)c(cc1)/N=N/c1c(O)c(cc2c1ccc(c2)S(=O)(=O)O)S(=O)(=O)O)/N=N\c1c(O)c(cc2c1ccc(c2)S(=O)(=O)O)S(=O)(=O)O	no
NS00019482	CCCCC(CC)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	CCCCC(CC)COC1OC(CO)C(O)C(O)C1O	no
NS00019483	[Na+].CC(C)c1ccc2c(c1)cc(cc2C(C)C)S(=O)(=O)[O-]	CC(C)c1ccc2c(c1)cc(cc2C(C)C)S(=O)(=O)O	no
NS00019484	O[P+](=O)C[N+]([O-])(CP(=O)(O)O)CP(=O)(O)O	O[P+](=O)CN(=O)(CP(=O)(O)O)CP(=O)(O)O	no
NS00019486	COCCOCCOCCOCCOCCO	COCCOCCOCCOCCOCCO	no
NS00019487	CCN(CC)c1ccc(cc1)N=Nc1ccccc1	CCN(CC)c1ccc(cc1)/N=N\c1ccccc1	no
NS00019488	Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1	Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1	no
NS00019489	CNC(C)(C)CO	CNC(C)(C)CO	no
NS00019490	CCCCCCOC(=O)c1c(cccc1)C(=O)c1c(O)cc(cc1)N(CC)CC	CCCCCCOC(=O)c1c(cccc1)C(=O)c1c(O)cc(cc1)N(CC)CC	no
NS00019491	O[C@H]1NC(=O)N[C@H]1O	OC1NC(=O)NC1O	no
NS00019493	[Na+].[Na+].COc1c(NN=C2C(=O)c3c(cc(Nc4ccccc4)cc3)C=C2S(=O)(=O)[O-])cc(C)c(c1)N=Nc1c(C)cc(C)cc1S(=O)(=O)[O-]	COc1c(N/N=C\2/C(=O)c3c(cc(Nc4ccccc4)cc3)C=C2S(=O)(=O)O)cc(C)c(c1)/N=N\c1c(C)cc(C)cc1S(=O)(=O)O	no
NS00019494	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC	CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC	no
NS00019496	NC(=O)C(Br)(Br)C(=O)N	NC(=O)C(Br)(Br)C(=O)N	no
NS00019497	O=C1N(Cc2cc3c([nH]c4cc5c([nH]c6c(cccc6)c5=O)cc4c3=O)cc2)C(=O)c2ccccc12	O=C1N(Cc2cc3c([nH]c4cc5c([nH]c6c(cccc6)c5=O)cc4c3=O)cc2)C(=O)c2ccccc12	no
NS00019498	OC(=O)CCCCCNc1nc(NCCCCCC(=O)O)nc(NCCCCCC(=O)O)n1	OC(=O)CCCCCNc1nc(NCCCCCC(=O)O)nc(NCCCCCC(=O)O)n1	no
NS00019499	COP(=O)(O)O	COP(=O)(O)O	no
NS00019500	c1cc(ccc1C[C@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)CN)O	c1cc(ccc1CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)CN)O	no
NS00019501	OCCOC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](OCCO)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](COCCO)[C@@H]1O	OCCOCC1OC(OC2C(O)C(OCCO)C(O)OC2CO)C(O)C(COCCO)C1O	no
NS00019502	CCC(C)OP(=S)(OCCCCCC(C)C)[S-].CCC(C)OP(=S)(OCCCCCC(C)C)[S-].[Zn+2]	CCC(C)OP(=S)(OCCCCCC(C)C)S	no
NS00019503	CCCCC(CC)CN(CC(CC)CCCC)Cn1c2cccc(c2nn1)C	CCCCC(CC)CN(CC(CC)CCCC)Cn1c2cccc(c2nn1)C	no
NS00019504	CC1CCCC1	CC1CCCC1	no
NS00019505	CC(O)C(C)(C)C=CC1CC=C(C)C1(C)C	CC(O)C(C)(C)/C=C/C1CC=C(C)C1(C)C	no
NS00019506	Oc1c(cccc1)C1CCCCC1	Oc1c(cccc1)C1CCCCC1	no
NS00019507	C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)/C=C/C=C(\C)/C=C/[C@H]1C(=C[C@H](O)CC1(C)C)C	C/C(=C\C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C)/C=C/C=C(\C)/C=C/C1C(=CC(O)CC1(C)C)C	no
NS00019508	CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1	CCC(=O)OCC(C)(C)OC(C)C1CCCC(C)(C)C1	no
NS00019509	CC1(C)[C@H]2CC[C@]3(C2)[C@H]1C1(CCC3(C)C)OCCO1	CC1(C)C2CCC3(C2)C1C1(CCC3(C)C)OCCO1	no
NS00019510	CC(=C)C(=O)OCC(O)COc1ccc(cc1)C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1	CC(=C)C(=O)OCC(O)COc1ccc(cc1)C(C)(C)c1ccc(OCC(O)COC(=O)C(=C)C)cc1	no
NS00019511	CC(C)(COCC1CO1)COCC1CO1	CC(C)(COCC1CO1)COCC1CO1	no
NS00019513	CCOC(C)CO	CCOC(C)CO	no
NS00019514	CCCCCCCCCCCCC1=CC(C)=CC(N2N=C3C=CC=CC3=N2)=C1O	CCCCCCCCCCCCc1cc(C)cc(n2nc3ccccc3n2)c1O	no
NS00019515	CCC(=O)OCC(=O)OC(C)C1CCCC(C)(C)C1	CCC(=O)OCC(=O)OC(C)C1CCCC(C)(C)C1	no
NS00019516	O=C1CCCCCCCCCCCCCCC1	O=C1CCCCCCCCCCCCCCC1	no
NS00019517	[Na+].[Na+].[O-]S(=O)(=O)c1ccc(cc1)N=Nc1ccc(N/N=C/2\C(=O)c3c(cc(NC(=O)c4ccccc4)cc3)C=C2S(=O)(=O)[O-])cc1	OS(=O)(=O)c1ccc(cc1)/N=N\c1ccc(N/N=C/2\C(=O)c3c(cc(NC(=O)c4ccccc4)cc3)C=C2S(=O)(=O)O)cc1	no
NS00019518	Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2C)cc1	Cc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2C)cc1	no
NS00019519	Cc1cc(ccc1OCC(=O)OCCCCCC(C)C)Cl	Cc1cc(ccc1OCC(=O)OCCCCCC(C)C)Cl	no
NS00019520	c2c(Nc1ccc(cc1)CCCCCCCCC)cccc2	c1c(Nc2ccc(cc2)CCCCCCCCC)cccc1	no
NS00019521	CC(=O)Nc1ccc(N=Nc2c(S(O)(=O)=O)cc3cc(NC(=O)Nc4ccc5c(c4)ccc(N=Nc4ccccc4)c5O)ccc3c2O)cc1	CC(=O)Nc1ccc(/N=N/c2c(S(=O)(=O)O)cc3cc(NC(=O)Nc4ccc5c(c4)ccc(/N=N/c4ccccc4)c5O)ccc3c2O)cc1	no
NS00019522	[Na+].[Na+].Nc1c2c(cc(c1)S(=O)(=O)[O-])C=C(C(=NNc1ccccc1)C2=O)S(=O)(=O)[O-]	Nc1c2c(cc(c1)S(=O)(=O)O)C=C(/C(=N\Nc1ccccc1)/C2=O)S(=O)(=O)O	no
NS00019523	[O-][N+](=O)c1nn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)cn1	O=N(=O)c1nn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)cn1	no
NS00019524	O=[P+](Oc1ccccc1)Oc1ccccc1	O=[P+](Oc1ccccc1)Oc1ccccc1	no
NS00019525	C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C	C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C	no
NS00019526	CCC(C)COC(=O)c1c(O)cccc1	CCC(C)COC(=O)c1c(O)cccc1	no
NS00019527	CC1CC2=C(CCCC2(C)C)CC1(C)C(=O)C	CC1CC2=C(CCCC2(C)C)CC1(C)C(=O)C	no
NS00019528	CCOCCOCCOCCOCCO	CCOCCOCCOCCOCCO	no
NS00019529	[Na+].Cc1c(N/N=C\2/C(=O)C=Cc3ccccc23)ccc(c1)S(=O)(=O)[O-]	Cc1c(N/N=C\2/C(=O)C=Cc3ccccc23)ccc(c1)S(=O)(=O)O	no
NS00019530	[Na+].[O-]S(=O)(=O)c1cccc(c1)N=Nc1ccc(Nc2ccccc2)cc1	OS(=O)(=O)c1cccc(c1)/N=N/c1ccc(Nc2ccccc2)cc1	no
NS00019531	CCCCCCCCCCCCCCCOC(=O)C(=C)C	CCCCCCCCCCCCCCCOC(=O)C(=C)C	no
NS00019532	OCC(Cl)CCl	OCC(Cl)CCl	no
NS00019533	OS(=O)(=O)c1cc2c(c(Nc3nc(Cl)nc(Nc4ccc(Nc5nc(Nc6cc(cc7c6C(=O)/C(=N/Nc6ccccc6S(=O)(=O)O)/C(=C7)S(=O)(=O)O)S(=O)(=O)O)nc(Cl)n5)cc4)n3)c1)C(=O)/C(=N/Nc1ccccc1S(=O)(=O)O)/C(=C2)S(=O)(=O)O	OS(=O)(=O)c1cc2c(c(Nc3nc(Cl)nc(Nc4ccc(Nc5nc(Nc6cc(cc7c6C(=O)/C(=N/Nc6ccccc6S(=O)(=O)O)/C(=C7)S(=O)(=O)O)S(=O)(=O)O)nc(Cl)n5)cc4)n3)c1)C(=O)/C(=N/Nc1ccccc1S(=O)(=O)O)/C(=C2)S(=O)(=O)O	no
NS00019534	CC1CC=CCCCCCCCCCC(=O)C1	CC1C/C=C/CCCCCCCCCC(=O)C1	no
NS00019535	[Na+].[Na+].[Na+].[O-]C(=O)c1ccc(N/N=C\2/C(=O)C=c3cc(NC(=O)Nc4cc5c(cc4)C(=O)/C(=N\Nc4ccccc4)/C(=C5)S(=O)(=O)[O-])ccc3=C2S(=O)(=O)[O-])cc1	OC(=O)c1ccc(N/N=C\2/C(=O)C=c3cc(NC(=O)Nc4cc5c(cc4)C(=O)/C(=N\Nc4ccccc4)/C(=C5)S(=O)(=O)O)ccc3=C2S(=O)(=O)O)cc1	no
NS00019536	O=C1CCCN1C1CCCCC1	O=C1CCCN1C1CCCCC1	no
NS00019537	CC(=O)[O-].CN(C)c1ccc(C=CC2=[N+](C)c3c(cccc3)C2(C)C)cc1	CN(C)c1ccc(/C=C/C2=[N+](C)c3c(cccc3)C2(C)C)cc1	no
NS00019538	O=C(C4=C3C=CC=C4)C(C2=NC1=C(S(O)(=O)=O)C=C(S(O)(=O)=O)C=C1C=C2)C3=O	O=C1c2c(cccc2)C(=O)C1c1nc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2cc1	no
NS00019539	O=C1C=Cc2c(cccc2)/C/1=N/Nc1ccccc1	O=C1C=Cc2c(cccc2)/C/1=N/Nc1ccccc1	no
NS00019540	COC(=O)CCC1=CC(=C(O)C(=C1)N1N=C2C=CC=CC2=N1)C(C)(C)C	COC(=O)CCc1cc(c(O)c(c1)n1nc2ccccc2n1)C(C)(C)C	no
NS00019541	CC(=O)[O-].CNc1ccc(cc1)[C+](c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C	CNc1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C	no
NS00019542	CC(C)CCCCCCOP(=O)(O)O	CC(C)CCCCCCOP(=O)(O)O	no
NS00019543	CC(O)=O.CCNC1=CC=C(C=C1C)C(C1=CC(C)=C(NCC)C=C1)=C1C=CC(=NCC)C(C)=C1	CCNc1ccc(cc1C)/C(=C\1/C=C/C(=N/CC)/C(=C1)C)/c1cc(C)c(NCC)cc1	no
NS00019544	CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1	CCCCCCCCc1ccc(Nc2ccc(CCCCCCCC)cc2)cc1	no
NS00019545	CCC(C)C1(C)COC(OC1)C1CCC(=CC1C)C	CCC(C)C1(C)COC(OC1)C1CCC(=CC1C)C	no
NS00019546	[Cl-].[Cu++].N1\C2=N/C3=N/C(=N\C4=C5C=CC=CC5=C([N-]4)\N=C4/N=C(/N=C1/C1C=CC=CC21)C1=CC=CC=C41)/C1=CC=CC=C31	N1/C/2=N\C3=N/C(=N\c4c5ccccc5c([nH]4)/N=C/4\N=C(/N=C\1/C1C=CC=CC21)c1ccccc41)/c1ccccc31	no
NS00019547	CCCCCCCCSSc1nnc(SSCCCCCCCC)s1	CCCCCCCCSSc1nnc(SSCCCCCCCC)s1	no
NS00019548	CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1c(cccc1)C2=O	CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1c(cccc1)C2=O	no
NS00019549	Nc1ccc2c(=O)[nH]c(=O)c3c2c1ccc3	Nc1ccc2c(=O)[nH]c(=O)c3c2c1ccc3	no
NS00019550	NC(=N)S(=O)O	NC(=N)S(=O)O	no
NS00019551	CCCCOCCOCCOCCOCCOCCO	CCCCOCCOCCOCCOCCOCCO	no
NS00019552	CC(C)CC(C)(O)CCC(C)(O)CC(C)C	CC(C)CC(C)(O)CCC(C)(O)CC(C)C	no
NS00019553	OCN1C(O)C(O)N(CO)C1=O	OCN1C(O)C(O)N(CO)C1=O	no
NS00019554	CC1(CO)CC1CC1CC2CC2(C)C1(C)C	CC1(CO)CC1CC1CC2CC2(C)C1(C)C	no
NS00019556	C=CC(=O)OCCOC(=O)C=C	C=CC(=O)OCCOC(=O)C=C	no
NS00019558	[Na+].CCCCCCCCCCCCc1c(Oc2c(CCCCCCCCCCCC)c(ccc2)S(=O)(=O)[O-])cccc1S(=O)(=O)O	CCCCCCCCCCCCc1c(Oc2c(CCCCCCCCCCCC)c(ccc2)S(=O)(=O)O)cccc1S(=O)(=O)O	no
NS00019559	[Na+].Cc1cc2c(cccc2)c(c1C)S(=O)(=O)[O-]	Cc1cc2c(cccc2)c(c1C)S(=O)(=O)O	no
NS00019560	CCCCCCCCCCCCCN	CCCCCCCCCCCCCN	no
NS00019561	CCCCCCCCCCCCCCCC=CC1=NC(CO)(CO)CO1	CCCCCCCCCCCCCCC/C=C/C1=NC(CO)(CO)CO1	no
NS00019562	O=C1C=CC(=O)N1c1cc(ccc1)N1C(=O)C=CC1=O	O=C1C=CC(=O)N1c1cc(ccc1)N1C(=O)C=CC1=O	no
NS00019563	CCCOC(=O)[C@H](C)OC(C)(C)CC	CCCOC(=O)C(C)OC(C)(C)CC	no
NS00019564	[Cl-].C[N+](C)(C)CC(O)CO	C[N+](C)(C)CC(O)CO	no
NS00019565	CCCC1N(C=C(CC)C=C1CC)c1ccccc1	CCCC1N(C=C(CC)C=C1CC)c1ccccc1	no
NS00019567	Cc1c(NC2=NC(=O)c3c2c(Cl)c(Cl)c(Cl)c3Cl)cccc1NC1=NC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl	Cc1c(NC2=NC(=O)c3c2c(Cl)c(Cl)c(Cl)c3Cl)cccc1NC1=NC(=O)c2c1c(Cl)c(Cl)c(Cl)c2Cl	no
NS00019568	CCCCCCCCCCCCSSc1n[nH]c(=S)s1	CCCCCCCCCCCCSSc1n[nH]c(=S)s1	no
NS00019569	CCCCCCCCC=CCCCCCCC=C1OC(=O)C1CCCCCCC=CCCCCCCCC	CCCCCCCC/C=C/CCCCCC/C=C\1/OC(=O)C1CCCCCC/C=C/CCCCCCCC	no
NS00019571	CCN(CC)c1ccc(cc1)C(O)(c1ccc(cc1)N(CC)CC)c1ccc(cc1)N(CC)CC	CCN(CC)c1ccc(cc1)C(O)(c1ccc(cc1)N(CC)CC)c1ccc(cc1)N(CC)CC	no
NS00019572	[Na+].[O-]S(=O)(=O)c1ccc(NN=C2C(=O)C=Cc3ccccc23)cc1	OS(=O)(=O)c1ccc(N/N=C\2/C(=O)C=Cc3ccccc23)cc1	no
NS00019573	[Cl-].CCN(CC)c1ccc(C=CC2=[N+](C)c3c(cccc3)C2(C)C)cc1	CCN(CC)c1ccc(/C=C/C2=[N+](C)c3c(cccc3)C2(C)C)cc1	no
NS00019574	CCC(C)C(=O)OC(C)C	CCC(C)C(=O)OC(C)C	no
NS00019575	CCCCCCCCCC1=CC(=NNc2c(C)cc(cc2)c2cc(C)c(NN=C3C=C(CCCCCCCCC)C=CC3=O)cc2)C(=O)C=C1	CCCCCCCCCC1=C/C(=N/Nc2c(C)cc(cc2)c2cc(C)c(N/N=C/3\C=C(CCCCCCCCC)C=CC3=O)cc2)/C(=O)C=C1	no
NS00019576	CCCCCCCOC(=O)CCCCCCCCC=C	CCCCCCCOC(=O)CCCCCCCCC=C	no
NS00019577	[Zn++].CCCCOP(=S)([S-])OCCCC.CCCCOP(=S)([S-])OCCCC	CCCCOP(=S)(S)OCCCC	no
NS00019578	CCOC(=O)C1CCC(CC1)C(=O)OCC	CCOC(=O)C1CCC(CC1)C(=O)OCC	no
NS00019579	CCOP(=O)(CC)OCC	CCOP(=O)(CC)OCC	no
NS00019580	[Na+].CC(C)CCCCCC(=O)[O-]	CC(C)CCCCCC(=O)O	no
NS00019581	Cc1ccccc1N=Nc1cc(C)c(N/N=C/2\C(=O)C=Cc3ccccc23)cc1	Cc1ccccc1/N=N/c1cc(C)c(N/N=C/2\C(=O)C=Cc3ccccc23)cc1	no
NS00019582	[Na+].[Na+].[O-]C(=O)CNCC(=O)[O-]	OC(=O)CNCC(=O)O	no
NS00019583	CC1(C)C2CCC1(C)C(=O)C2=O	CC1(C)C2CCC1(C)C(=O)C2=O	no
NS00019584	CN(C)CCN1CCN(C)CC1	CN(C)CCN1CCN(C)CC1	no
NS00019585	CC(CO)CC(=C)C1CC=C(C)C1(C)C	CC(CO)CC(=C)C1CC=C(C)C1(C)C	no
NS00019586	CC(CO)OC(C)CO	CC(CO)OC(C)CO	no
NS00019587	O=C1CCc2c(O1)cccc2	O=C1CCc2c(O1)cccc2	no
NS00019588	CC(O)COC(=O)C	CC(O)COC(=O)C	no
NS00019590	CCCCc1c(C(=O)c2ccc(O)cc2)c2ccc(cc2o1)[N+](=O)[O-]	CCCCc1c(C(=O)c2ccc(O)cc2)c2ccc(cc2o1)N(=O)=O	no
NS00019591	CN(C)CCOC(=O)C	CN(C)CCOC(=O)C	no
NS00019592	C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C	C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CC(O)CC1(C)C)/C=C/C=C(\C)/C=C/C1=C(C)CC(O)CC1(C)C	no
NS00019594	C=CC(=O)OCCOCCOCCOC(=O)C=C	C=CC(=O)OCCOCCOCCOC(=O)C=C	no
NS00019595	CC(C)O[P+](=O)OC(C)C	CC(C)O[P+](=O)OC(C)C	no
NS00019596	c1cc2cc3ccc4c5c(cccc5)cc5ccc(c2cc1)c3c45	c1cc2cc3ccc4c5c(cccc5)cc5ccc(c2cc1)c3c45	no
NS00019597	c1cc2c(cc1)c1c3c(ccc4c3c(ccc4)c3c1cccc3)c2	c1cc2c(cc1)c1c3c(ccc4c3c(ccc4)c3c1cccc3)c2	no
NS00019598	c1cc2c(cc1)c1cc3ccccc3c3ccc4cccc2c4c13	c1cc2c(cc1)c1cc3ccccc3c3ccc4cccc2c4c13	no
NS00019599	CC(C)(C)c1cc(CCC(=O)[O-])cc(c1O)C(C)(C)C	CC(C)(C)c1cc(CCC(=O)O)cc(c1O)C(C)(C)C	no
NS00019600	CCCCCCCCCCCCCOC(=O)C(=C)C	CCCCCCCCCCCCCOC(=O)C(=C)C	no
NS00019601	[Na+].CCCCc1cc2c(cc1)c(cc(CCCC)c2)S(=O)(=O)[O-]	CCCCc1cc2c(cc1)c(cc(CCCC)c2)S(=O)(=O)O	no
NS00019602	CCCCCCOCCOCCOCCO	CCCCCCOCCOCCOCCO	no
NS00019603	CCC(CO)CO	CCC(CO)CO	no
NS00019604	Cc1ccc(OC[C@H]2CO2)cc1	Cc1ccc(OCC2CO2)cc1	no
NS00019605	CCc1ccccc1C=C	CCc1ccccc1C=C	no
NS00019606	COP(=S)(OC)SC	COP(=S)(OC)SC	no
NS00019607	COCN1C(O)C(O)N(COC)C1=O	COCN1C(O)C(O)N(COC)C1=O	no
NS00019608	CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCC(C)C	CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCC(C)C	no
NS00019609	CCCCCCCC(=O)Oc1c(I)cc(cc1I)C#N	CCCCCCCC(=O)Oc1c(I)cc(cc1I)C#N	no
NS00019610	OCCOCC#C	OCCOCC#C	no
NS00019611	CCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCC	no
NS00019612	CCCCCCC(O)CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCCCC(O)CCCCCC	CCCCCCC(O)CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCCCC(O)CCCCCC	no
NS00019613	CCCCCCCCCCCCCCCCCCCCCCCCCCCCO	CCCCCCCCCCCCCCCCCCCCCCCCCCCCO	no
NS00019615	CC(=C1CCC(C)(O)CC1)C	CC(=C1CCC(C)(O)CC1)C	no
NS00019616	CN(C)c1ccccc1C	CN(C)c1ccccc1C	no
NS00019617	Clc1cccc(C=O)c1Cl	Clc1cccc(C=O)c1Cl	no
NS00019618	CCC(COC(=O)CCN1CC1C)(COC(=O)CCN1CC1C)COC(=O)CCN1CC1C	CCC(COC(=O)CCN1CC1C)(COC(=O)CCN1CC1C)COC(=O)CCN1CC1C	no
NS00019619	[Ca++].CCOP(=O)([O-])Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C.CCOP(=O)([O-])Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	CCOP(=O)(O)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	no
NS00019620	COS(=O)(=O)C	COS(=O)(=O)C	no
NS00019621	[Na+].CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C(=O)[O-]	CC(C)CCCCCCCCCCCCCCC(=O)OC(C)C(=O)OC(C)C(=O)O	no
NS00019622	CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCC)c(c1)C(=O)OCCCCCCCC	CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCC)c(c1)C(=O)OCCCCCCCC	no
NS00019623	[Na+].CC(=O)Nc1cccc(Nc2cc(c(N)c3c2C(=O)c2ccccc2C3=O)S(=O)(=O)[O-])c1	CC(=O)Nc1cccc(Nc2cc(c(N)c3c2C(=O)c2ccccc2C3=O)S(=O)(=O)O)c1	no
NS00019624	[Cl-].CCN(Cc1ccccc1)c1ccc(/C=C(\C#N)/C(=O)OCC[N+](C)(C)C)cc1	CCN(Cc1ccccc1)c1ccc(/C=C(\C#N)/C(=O)OCC[N+](C)(C)C)cc1	no
NS00019625	[Na+].[Na+].CC(=O)CNc1cc(c(Nc2cc(c(N)c3c2C(=O)c2c(cccc2)C3=O)S(=O)(=O)[O-])cc1)S(=O)(=O)[O-]	CC(=O)CNc1cc(c(Nc2cc(c(N)c3c2C(=O)c2c(cccc2)C3=O)S(=O)(=O)O)cc1)S(=O)(=O)O	no
NS00019626	Cl[Zn--](Cl)(Cl)Cl.CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(C3=CC=CC=C3C(=O)OC)=C2C=C1.CCN(CC)C1=CC2=[O+]C3=C(C=CC(=C3)N(CC)CC)C(C3=CC=CC=C3C(=O)OC)=C2C=C1	CCN(CC)c1cc2[o+]c3c(ccc(c3)N(CC)CC)c(c3ccccc3C(=O)OC)c2cc1	no
NS00019627	CCCCCCCCCCOCCCN	CCCCCCCCCCOCCCN	no
NS00019628	CCCCCCCCOP(=S)(OCCCCCCCC)SCCC(=O)NCOCNC(=O)CCSP(=S)(OCCCCCCCC)OCCCCCCCC	CCCCCCCCOP(=S)(OCCCCCCCC)SCCC(=O)NCOCNC(=O)CCSP(=S)(OCCCCCCCC)OCCCCCCCC	no
NS00019629	CN(C)C(=N)N(C)C	CN(C)C(=N)N(C)C	no
NS00019630	CC1CC(=O)CCCCCCCCCCC=C1	CC1CC(=O)CCCCCCCCCC/C=C/1	no
NS00019631	CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC	CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC	no
NS00019632	CCCCNP(=S)(N)N	CCCCNP(=S)(N)N	no
NS00019633	OCCN1CCNCC1	OCCN1CCNCC1	no
NS00019634	CCC1=C(N)C(CC)=C(Cl)C(CC2=CC(CC)=C(N)C(CC)=C2Cl)=C1	CCc1c(N)c(CC)c(Cl)c(Cc2cc(CC)c(N)c(CC)c2Cl)c1	no
NS00019635	CC(=O)OOC(C)(C)C	CC(=O)OOC(C)(C)C	no
NS00019636	CCOC(=O)[C@H]1[C@@H]2C[C@@H](C=C2)[C@@H]1C(C)C	CCOC(=O)C1C2CC(C=C2)C1C(C)C	no
NS00019637	[Na+].CC(=C)COc1ccc(cc1)S(=O)(=O)[O-]	CC(=C)COc1ccc(cc1)S(=O)(=O)O	no
NS00019638	COCCCn1c(=O)c2c(N)c3c(c(N)c2c1=O)c(=O)c1ccccc1c3=O	COCCCn1c(=O)c2c(N)c3c(c(N)c2c1=O)c(=O)c1ccccc1c3=O	no
NS00019639	CCCCCCC(O)CCCCCCCCCCC(=O)NCC1=CC(CNC(=O)CCCCCCCCCCC(O)CCCCCC)=CC=C1	CCCCCCC(O)CCCCCCCCCCC(=O)NCc1cc(CNC(=O)CCCCCCCCCCC(O)CCCCCC)ccc1	no
NS00019642	C(COc1ccccc1)OCOCCOc1ccccc1	C(COc1ccccc1)OCOCCOc1ccccc1	no
NS00019643	SCCOCCOCCS	SCCOCCOCCS	no
NS00019644	CC=CC=CC=CC=CC=CC=CC=C	C/C=C\C=C\C=C\C=C\C=C\C=C\C=C	no
NS00019645	o1c2c(cccc2)nc1c1ccc(/C=C/c2ccc(cc2)c2nc3c(o2)cccc3)cc1	o1c2ccccc2nc1c1ccc(/C=C\c2ccc(cc2)c2oc3ccccc3n2)cc1	no
NS00019648	CC1=CC=C(C=C1)S(O)(=O)=O.CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)C1=CC=C(C=C1)N(C)C	CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(cc1)N(C)C	no
NS00019649	Cc1c(cc(cc1)S(=O)(=O)C)[N+](=O)[O-]	Cc1c(cc(cc1)S(=O)(=O)C)N(=O)=O	no
