Norman SusDat ID	SMILES	MS_Ready_SMILES	selected
NS00003556	CC(C)NCC(O)COc1ccc(CCO)cc1	CC(C)NCC(O)COc1ccc(CCO)cc1	no
NS00004579	CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN1CCC(CC1)C(c1ccccc1)c1ccc(O)cc1	CC(C)(C(=O)O)c1ccc(cc1)C(=O)CCCN1CCC(CC1)C(c1ccccc1)c1ccc(O)cc1	no
NS00005637	CNC(=O)O\N=C(/CS(C)(=O)=O)C(C)(C)C	CNC(=O)O/N=C(\CS(=O)(=O)C)/C(C)(C)C	no
NS00005918	CNC(=O)O\N=C(/CS(C)=O)C(C)(C)C	CNC(=O)O/N=C(/CS(=O)C)\C(C)(C)C	no
NS00006051	COC(=O)[C@@H](C)Oc1ccc(O)cc1	COC(=O)C(C)Oc1ccc(O)cc1	no
NS00008020	CNC(=O)O\N=C(/C)C(C)S(C)=O	CNC(=O)O/N=C(\C)/C(C)S(=O)C	no
NS00009430	CC1(C)[C@H]2CC[C@]1(C)[C@@](C)(O)C2	CC1(C)C2CCC1(C)C(C)(O)C2	no
NS00009474	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@]2(C)C[C@@H](C)[C@]3(O2)O[C@@]1(C)[C@H](O)[C@H]3C	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C2(C)CC(C)C3(O2)OC1(C)C(O)C3C	no
NS00011448	CN(C)CC1CCCCC1=O	CN(C)CC1CCCCC1=O	no
NS00011487	CC(C)(C(O)=O)c1ccc(cc1)C(=O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	CC(C)(C(=O)O)c1ccc(cc1)C(=O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1	no
NS00011488	COC(=O)[C@@H](C)O	COC(=O)C(C)O	no
NS00015194	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)C(=O)O)O)O)O)O)O	c1cn(c(=O)[nH]c1=O)C1C(C(C(O1)COP(=O)(O)OP(=O)(O)OC1C(C(C(C(O1)C(=O)O)O)O)O)O)O	no
NS00038257	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	CC(CCC(=O)O)C1CCC2C1(CCC1C2CC(C2C1(CCC(C2)O)C)O)C	no
NS00002724	COC(=O)N(C(=O)N1COC2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c1ccc(OC(F)(F)F)cc1	COC(=O)N(C(=O)N1COC2(Cc3cc(Cl)ccc3C2=N1)C(=O)OC)c1ccc(OC(F)(F)F)cc1	yes
NS00002181	ClCC(Cl)(Cl)Cl	ClCC(Cl)(Cl)Cl	yes
NS00010827	C(C(Cl)Cl)(Cl)Cl	C(C(Cl)Cl)(Cl)Cl	yes
NS00004799	ClCC(Cl)Cl	ClCC(Cl)Cl	yes
NS00010609	CC(C)(C)OOC1(CCCCC1)OOC(C)(C)C	CC(C)(C)OOC1(CCCCC1)OOC(C)(C)C	yes
NS00001673	CC(Cl)Cl	CC(Cl)Cl	yes
NS00008027	ClC(Cl)=C	ClC(=C)Cl	yes
NS00022802	CCC(Cl)Cl	CCC(Cl)Cl	yes
NS00033509	CC=C(Cl)Cl	CC=C(Cl)Cl	yes
NS00003840	Clc1ccc(Cl)c(Cl)c1Cl	Clc1ccc(Cl)c(Cl)c1Cl	yes
NS00009847	Cc1cc(C)c(C)c(C)c1	Cc1cc(C)c(C)c(C)c1	yes
NS00010261	C1=CC=C2C(=C1)NN=N2	c1ccc2c(c1)[nH]nn2	yes
NS00004401	Clc1cccc(Cl)c1Cl	Clc1cccc(Cl)c1Cl	yes
NS00010824	CC1=C(C(=CC=C1)C)C	Cc1c(c(ccc1)C)C	yes
NS00006362	Cc1cc(C)c(C)cc1C	Cc1cc(C)c(C)cc1C	yes
NS00009780	O=c1[nH]nc2ccccn12	O=c1[nH]nc2ccccn12	yes
NS00001861	Clc1ccc(Cl)c(Cl)c1	Clc1ccc(Cl)c(Cl)c1	yes
NS00005771	O=Cc1ccccc1C=O	O=Cc1ccccc1C=O	yes
NS00022490	OC(=O)c1c(cc(cc1)[N+](=O)[O-])C(=O)O	OC(=O)c1c(cc(cc1)N(=O)=O)C(=O)O	yes
NS00027621	CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC	CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC	yes
NS00000271	c12c(cccc2)s[nH]c1=O	c12c(cccc1)s[nH]c2=O	yes
NS00004230	CC(=O)c1ccccc1C(C)=O	CC(=O)c1ccccc1C(=O)C	yes
NS00006746	ClCC(Br)CBr	ClCC(Br)CBr	yes
NS00002962	BrCCBr	BrCCBr	yes
NS00008007	Clc1ccccc1Cl	Clc1ccccc1Cl	yes
NS00004126	ClCCCl	ClCCCl	yes
NS00000126	CC1=NC=C(N1C)[N+](=O)[O-]	Cc1ncc(n1C)N(=O)=O	yes
NS00000294	CCNC1=NC(O)=NC(NC(C)(C)C)=N1	CCNc1nc(O)nc(NC(C)(C)C)n1	yes
NS00000309	Oc1nc(NCC)nc(NCC)n1	Oc1nc(NCC)nc(NCC)n1	yes
NS00003796	Nc1nc(=O)nc(N)[nH]1	Nc1nc(=O)nc(N)[nH]1	yes
NS00000254	n(c(nc1NC(C)C)O)c(n1)N	n1c(nc(NC(C)C)nc1N)O	yes
NS00004747	Clc1cc(Cl)cc(Cl)c1	Clc1cc(Cl)cc(Cl)c1	yes
NS00004224	Cc1cc(C)cc(C)c1	Cc1cc(C)cc(C)c1	yes
NS00034308	Oc1cccc(O)c1[N+](=O)[O-]	Oc1cccc(O)c1N(=O)=O	yes
NS00007558	C=CC=C	C=CC=C	yes
NS00006298	Clc1cccc(Cl)c1	Clc1cccc(Cl)c1	yes
NS00004738	ClCCCCl	ClCCCCl	yes
NS00007908	ClCC=CCl	ClC/C=C/Cl	yes
NS00011462	N=C(Nc1ccccc1)Nc2ccccc2	N=C(Nc1ccccc1)Nc1ccccc1	yes
NS00011502	C(CCOCC1CO1)COCC2CO2	C(CCOCC1CO1)COCC1CO1	yes
NS00007644	Clc1ccc(Cl)c(c1)N(=O)=O	Clc1ccc(Cl)c(c1)N(=O)=O	yes
NS00010822	C1=CC(=CC=C1Cl)Cl	c1cc(ccc1Cl)Cl	yes
NS00006566	O=C1CCCCCCCCCCC(=O)OCCO1	O=C1CCCCCCCCCCC(=O)OCCO1	yes
NS00002649	C1COCCO1	C1COCCO1	yes
NS00008339	NCCCCCCCCCCC(O)=O	NCCCCCCCCCCC(=O)O	yes
NS00008601	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2(O)C#C	yes
NS00008517	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O	CC12CCC3C(CCc4cc(O)ccc34)C1CCC2O	yes
NS00007300	CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O	CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O	yes
NS00010270	O=C4\C=C3/[C@](C2CC[C@]1(C(CC[C@@]1(O)C)[C@@H]2CC3)C)(C)CC4	O=C1C=C2C(C3CCC4(C(CCC4(O)C)C3CC2)C)(C)CC1	yes
NS00003347	Clc1ccc(cc1N(=O)=O)N(=O)=O	Clc1ccc(cc1N(=O)=O)N(=O)=O	yes
NS00007401	Cc1c(Cl)cccc1[N+]([O-])=O	Cc1c(Cl)cccc1N(=O)=O	yes
NS00002910	[O-][N+](=O)c1ccccc1Cl	O=N(=O)c1ccccc1Cl	yes
NS00008526	[O-][N+](=O)c1cccc(Cl)c1	O=N(=O)c1cccc(Cl)c1	yes
NS00022760	CCN(N=O)C(=O)N	CCN(N=O)C(=O)N	yes
NS00011490	COCC(C)OC(C)=O	COCC(C)OC(=O)C	yes
NS00005113	CCCCCCCCNCCCCCCCC	CCCCCCCCNCCCCCCCC	yes
NS00017966	CC(=O)CC1=CC=CC=C1	CC(=O)Cc1ccccc1	yes
NS00006711	CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O	CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O	yes
NS00011510	CCCCOCCOCCOC(=O)C(C)=C	CCCCOCCOCCOC(=O)C(=C)C	yes
NS00007054	OCCSc1nc2ccccc2s1	OCCSc1nc2ccccc2s1	yes
NS00007832	CSc1nc2ccccc2s1	CSc1nc2ccccc2s1	yes
NS00009252	Nc1ccccc1S(=O)(=O)c1ccccc1	Nc1ccccc1S(=O)(=O)c1ccccc1	yes
NS00001212	Clc1cc(Cl)c(cc1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl	Clc1cc(Cl)c(cc1Cl)c1cc(Cl)c(Cl)c(Cl)c1Cl	yes
NS00005294	Clc1cc(Cl)c(cc1Cl)-c1ccc(Cl)c(Cl)c1Cl	Clc1cc(Cl)c(cc1Cl)c1ccc(Cl)c(Cl)c1Cl	yes
NS00005442	Clc1cc(Cl)c(cc1Cl)-c1cc(Cl)c(Cl)cc1Cl	Clc1cc(Cl)c(cc1Cl)c1cc(Cl)c(Cl)cc1Cl	yes
NS00008675	Clc1ccc(Cl)c(c1)-c1cc(Cl)c(Cl)cc1Cl	Clc1ccc(Cl)c(c1)c1cc(Cl)c(Cl)cc1Cl	yes
NS00001956	Clc1ccc(Cl)c(c1)-c1cc(Cl)ccc1Cl	Clc1ccc(Cl)c(c1)c1cc(Cl)ccc1Cl	yes
NS00008501	CC1(C)CC(=O)CC(C)(C)N1	CC1(C)CC(=O)CC(C)(C)N1	yes
NS00001962	Clc1ccc(cc1Cl)-c1cc(Cl)c(Cl)cc1Cl	Clc1ccc(cc1Cl)c1cc(Cl)c(Cl)cc1Cl	yes
NS00009965	Oc1cc(Cl)c(Cl)c(Cl)c1Cl	Oc1cc(Cl)c(Cl)c(Cl)c1Cl	yes
NS00010239	Oc1c(Cl)cc(Cl)c(Cl)c1Cl	Oc1c(Cl)cc(Cl)c(Cl)c1Cl	yes
NS00010161	Nc1ccc(Cl)c(Cl)c1Cl	Nc1ccc(Cl)c(Cl)c1Cl	yes
NS00002552	Oc1ccc(Cl)c(Cl)c1Cl	Oc1ccc(Cl)c(Cl)c1Cl	yes
NS00006149	Oc1c(Cl)c(Cl)cc(Cl)c1Cl	Oc1c(Cl)c(Cl)cc(Cl)c1Cl	yes
NS00032047	COc1c(Cl)ccc(Cl)c1Cl	COc1c(Cl)ccc(Cl)c1Cl	yes
NS00021178	OC(=O)c1c(Cl)c(Cl)ccc1Cl	OC(=O)c1c(Cl)c(Cl)ccc1Cl	yes
NS00008299	Nc1cccc(Cl)c1Cl	Nc1cccc(Cl)c1Cl	yes
NS00002945	[O-][N+](=O)c1cccc(Cl)c1Cl	O=N(=O)c1cccc(Cl)c1Cl	yes
NS00006623	OC(=O)C(S)C(S)C(O)=O	OC(=O)C(S)C(S)C(=O)O	yes
NS00001055	Cc1cccc(N)c1C	Cc1cccc(N)c1C	yes
NS00011505	COCCc1ccc(OCC2CO2)cc1	COCCc1ccc(OCC2CO2)cc1	yes
NS00004064	Clc1ccc(cc1)-c1ccc(Cl)cc1Cl	Clc1ccc(cc1)c1ccc(Cl)cc1Cl	yes
NS00006767	Nc1cc(Cl)c(Cl)cc1Cl	Nc1cc(Cl)c(Cl)cc1Cl	yes
NS00005731	OC(=O)COc1cc(Cl)c(Cl)cc1Cl	OC(=O)COc1cc(Cl)c(Cl)cc1Cl	yes
NS00003721	COc1c(Br)cc(Br)cc1Br	COc1c(Br)cc(Br)cc1Br	yes
NS00006667	Nc1c(Cl)cc(Cl)cc1Cl	Nc1c(Cl)cc(Cl)cc1Cl	yes
NS00007769	Oc1c(Cl)cc(Cl)cc1Cl	Oc1c(Cl)cc(Cl)cc1Cl	yes
NS00004534	Cc1cc(C)c(N)c(C)c1	Cc1cc(C)c(N)c(C)c1	yes
NS00006429	OC(=O)CCCOc1ccc(Cl)cc1Cl	OC(=O)CCCOc1ccc(Cl)cc1Cl	yes
NS00009494	Nc1ccc(Cl)cc1Cl	Nc1ccc(Cl)cc1Cl	yes
NS00000247	ClC1=C(OCC(O)=O)C=CC(Cl)=C1	Clc1c(OCC(=O)O)ccc(Cl)c1	yes
NS00001568	Oc1ccc(C(=O)c2ccccc2)c(O)c1	Oc1ccc(C(=O)c2ccccc2)c(O)c1	yes
NS00001078	Cc1ccc(N)c(C)c1	Cc1ccc(N)c(C)c1	yes
NS00010821	CC1=CC(=C(C=C1)O)C	Cc1cc(c(cc1)O)C	yes
NS00032604	[O-][N+](=O)c1ccc(C=O)c(c1)[N+](=O)[O-]	O=N(=O)c1ccc(C=O)c(c1)N(=O)=O	yes
NS00010496	Oc1ccc(cc1N(=O)=O)N(=O)=O	Oc1ccc(cc1N(=O)=O)N(=O)=O	yes
NS00010683	Oc(c(cc(c1)C(C)(C)C)C(C)(C)C)c1	Oc1c(cc(cc1)C(C)(C)C)C(C)(C)C	yes
NS00010103	COCCOCCOCCOCCOC	COCCOCCOCCOCCOC	yes
NS00006054	Nc1cc(Cl)ccc1Cl	Nc1cc(Cl)ccc1Cl	yes
NS00004477	Cc1ccc(C)c(N)c1	Cc1ccc(C)c(N)c1	yes
NS00012335	Cc1cnc(C)cn1	Cc1cnc(C)cn1	yes
NS00010663	O=C(C(=CC(=O)C1)C)C1(C)C	O=C1C(=CC(=O)CC1(C)C)C	yes
NS00009798	Nc1c(Cl)cccc1Cl	Nc1c(Cl)cccc1Cl	yes
NS00008260	NC(=O)c1c(Cl)cccc1Cl	NC(=O)c1c(Cl)cccc1Cl	yes
NS00014202	CCc1cccc(CC)c1N	CCc1cccc(CC)c1N	yes
NS00005202	CC(C)c1cccc(C(C)C)c1N	CC(C)c1cccc(C(C)C)c1N	yes
NS00008896	Cc1cccc(C)c1N	Cc1cccc(C)c1N	yes
NS00012336	Cc1cncc(C)n1	Cc1cncc(C)n1	yes
NS00011450	CCOCCOCCOCCO	CCOCCOCCOCCO	yes
NS00006314	CC(=O)Nc1ccc-2c(Cc3ccccc-23)c1	CC(=O)Nc1ccc2c(Cc3ccccc23)c1	yes
NS00010870	NC1=NC2=CC=CC=C2N1	Nc1nc2ccccc2[nH]1	yes
NS00010260	C1=CC=C2C(=C1)N=C(S2)N	c1ccc2c(c1)nc(s2)N	yes
NS00001921	CC(C)\N=C(/O)c1ccccc1N	CC(C)/N=C(\O)/c1ccccc1N	yes
NS00002777	COc1ccccc1N	COc1ccccc1N	yes
NS00007177	CC(Br)C(O)=O	CC(Br)C(=O)O	yes
NS00020653	CC#CC	CC#CC	yes
NS00008709	Cc1ccc(cc1Cl)[N+]([O-])=O	Cc1ccc(cc1Cl)N(=O)=O	yes
NS00000057	c1(nc(nc(n1)Cl)N)N	c1(nc(nc(n1)Cl)N)N	yes
NS00032764	COc1c(Cl)cc(N)cc1	COc1c(Cl)cc(N)cc1	yes
NS00005065	Cc1ccc(N)c(Cl)c1	Cc1ccc(N)c(Cl)c1	yes
NS00010859	NC1=C(Cl)C=CC=C1	Nc1c(Cl)cccc1	yes
NS00002157	Oc1ccccc1Cl	Oc1ccccc1Cl	yes
NS00004805	Cc1ccccc1Cl	Cc1ccccc1Cl	yes
NS00011491	CCOCCOC(C)=O	CCOCCOC(=O)C	yes
NS00009802	CCCCC(CC)COC(=O)C(C)=C	CCCCC(CC)COC(=O)C(=C)C	yes
NS00011461	CCCCC(CC)CO[P]([O-])([O-])=O	CCCCC(CC)COP(=O)(O)O	yes
NS00007191	CCC(C)(C)c1cc(N2Nc3ccccc3N2)c(O)c(c1)C(C)(C)C(O)=O	CCC(C)(C)c1cc(n2[nH]c3ccccc3[nH]2)c(O)c(c1)C(C)(C)C(=O)O	yes
NS00011474	CCCCC(CC)COC(=O)c1ccccc1O	CCCCC(CC)COC(=O)c1ccccc1O	yes
NS00020546	CCc1c(O)cccc1	CCc1c(O)cccc1	yes
NS00006286	NC(=O)CF	NC(=O)CF	yes
NS00010626	CC(C(O)=O)c1ccc(CC(C)(C)O)cc1	CC(C(=O)O)c1ccc(CC(C)(C)O)cc1	yes
NS00000568	S=C2Sc1ccccc1N2	S=c1sc2ccccc2[nH]1	yes
NS00005734	OCCS	OCCS	yes
NS00011442	COc1ccc(C)cc1N	COc1ccc(C)cc1N	yes
NS00035528	COc1ccc(cc1O)[N+](=O)[O-]	COc1ccc(cc1O)N(=O)=O	yes
NS00003875	Cn1sccc1=O	Cn1sccc1=O	yes
NS00007710	Cc1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O	Cc1cc(cc(c1O)N(=O)=O)N(=O)=O	yes
NS00008265	Cc1ccccc1N	Cc1ccccc1N	yes
NS00014604	C1=CC=C2C=C(C=CC2=C1)C(=O)O	c1ccc2cc(ccc2c1)C(=O)O	yes
NS00003415	Oc1ccc2ccccc2c1	Oc1ccc2ccccc2c1	yes
NS00020126	Nc1ccc2ccccc2c1	Nc1ccc2ccccc2c1	yes
NS00003098	Nc1ccccc1[N+]([O-])=O	Nc1ccccc1N(=O)=O	yes
NS00026799	OC(=O)c1cccc(C(=O)O)c1[N+](=O)[O-]	OC(=O)c1cccc(C(=O)O)c1N(=O)=O	yes
NS00010607	Oc1ccccc1[N+]([O-])=O	Oc1ccccc1N(=O)=O	yes
NS00034532	OC(=O)c1cc(c(cc1)C(=O)O)[N+](=O)[O-]	OC(=O)c1cc(c(cc1)C(=O)O)N(=O)=O	yes
NS00010901	OC1=CC=CC=C1C1=CC=CC=C1	Oc1ccccc1c1ccccc1	yes
NS00004882	Cc1ccc(O)c(c1)C(C)(C)C	Cc1ccc(O)c(c1)C(C)(C)C	yes
NS00000315	c1(c(nncc1N)O)Cl	c1(c(nncc1N)O)Cl	yes
NS00008259	Nc1ccc(cc1Cl)-c1ccc(N)c(Cl)c1	Nc1ccc(cc1Cl)c1ccc(N)c(Cl)c1	yes
NS00008472	Nc1cc(Cl)c(Cl)c(Cl)c1	Nc1cc(Cl)c(Cl)c(Cl)c1	yes
NS00010532	O=C(Oc1cc(c(c(c1)C)C)C)NC	O=C(Oc1cc(c(c(c1)C)C)C)NC	yes
NS00000077	C1=CC(=C(C=C1N)Cl)Cl	c1cc(c(cc1N)Cl)Cl	yes
NS00010037	Clc1ccc(cc1Cl)N(=O)=O	Clc1ccc(cc1Cl)N(=O)=O	yes
NS00007437	NC(=O)Nc1ccc(CI)c(Cl)c1	NC(=O)Nc1ccc(CI)c(Cl)c1	yes
NS00006565	Cc1ccc(N)cc1C	Cc1ccc(N)cc1C	yes
NS00007573	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	yes
NS00003542	Nc1cc(Cl)cc(Cl)c1	Nc1cc(Cl)cc(Cl)c1	yes
NS00001542	Oc1cc(Cl)cc(Cl)c1	Oc1cc(Cl)cc(Cl)c1	yes
NS00008073	Cc1cc(C)cc(N)c1	Cc1cc(C)cc(N)c1	yes
NS00008295	CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1	CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1	yes
NS00011527	C1CC(CC=C1)C2OCC3(CO2)COC(OC3)C4CCC=CC4	C1CC(CC=C1)C1OCC2(CO1)COC(OC2)C1CCC=CC1	yes
NS00005824	Cc1ccc(N)cc1Cl	Cc1ccc(N)cc1Cl	yes
NS00001502	Nc1cccc(Cl)c1	Nc1cccc(Cl)c1	yes
NS00001752	Oc1cccc(Cl)c1	Oc1cccc(Cl)c1	yes
NS00007507	OC(=O)CCCl	OC(=O)CCCl	yes
NS00002303	CCc1cccc(C)c1	CCc1cccc(C)c1	yes
NS00034842	OC(=O)c1cc(O)c(cc1)[N+](=O)[O-]	OC(=O)c1cc(O)c(cc1)N(=O)=O	yes
NS00010315	CC1(C(C2=C(O1)C(=CC=C2)OC(=O)NC)O)C	CC1(C(c2c(O1)c(ccc2)OC(=O)NC)O)C	yes
NS00003026	CNC(=O)Oc1cccc2C(=O)C(C)(C)Oc12	CNC(=O)Oc1cccc2C(=O)C(C)(C)Oc12	yes
NS00031870	COc1cccc(C(=O)O)c1[N+](=O)[O-]	COc1cccc(C(=O)O)c1N(=O)=O	yes
NS00032153	COc1c(ccc(c1)C(=O)O)[N+](=O)[O-]	COc1c(ccc(c1)C(=O)O)N(=O)=O	yes
NS00008859	Cc1cccc(N)c1	Cc1cccc(N)c1	yes
NS00006068	Nc1cccc(c1)[N+]([O-])=O	Nc1cccc(c1)N(=O)=O	yes
NS00033144	Cc1c(cccc1O)[N+](=O)[O-]	Cc1c(cccc1O)N(=O)=O	yes
NS00006762	Oc1cccc(c1)[N+]([O-])=O	Oc1cccc(c1)N(=O)=O	yes
NS00022479	OC(=O)c1cccc(c1C(=O)O)[N+](=O)[O-]	OC(=O)c1cccc(c1C(=O)O)N(=O)=O	yes
NS00008649	CC(C)(C)CC(C)(C)c1ccc(O)cc1	CC(C)(C)CC(C)(C)c1ccc(O)cc1	yes
NS00008814	Clc1ccc(cc1)C(=O)c1ccc(Cl)cc1	Clc1ccc(cc1)C(=O)c1ccc(Cl)cc1	yes
NS00010610	Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1	Oc1ccc(cc1)S(=O)(=O)c1ccc(O)cc1	yes
NS00011464	OC(=O)CCC(=O)OCCOC(=O)C=C	OC(=O)CCC(=O)OCCOC(=O)C=C	yes
NS00021481	Nc1ccc(Br)cc1	Nc1ccc(Br)cc1	yes
NS00003077	OC(=O)c1ccc(Br)cc1	OC(=O)c1ccc(Br)cc1	yes
NS00004103	Cc1cc(Cl)ccc1N	Cc1cc(Cl)ccc1N	yes
NS00007230	Cc1cc(Cl)ccc1O	Cc1cc(Cl)ccc1O	yes
NS00006064	Cc1cc(O)ccc1Cl	Cc1cc(O)ccc1Cl	yes
NS00014325	Cc1c(O)cccc1Cl	Cc1c(O)cccc1Cl	yes
NS00010861	NC1=CC=C(Cl)C=C1	Nc1ccc(Cl)cc1	yes
NS00010414	c1cc(ccc1O)Cl	c1cc(ccc1O)Cl	yes
NS00015495	C1=CC(=CC=C1OCC(=O)O)Cl	c1cc(ccc1OCC(=O)O)Cl	yes
NS00003921	Cc1ccc(Cl)cc1	Cc1ccc(Cl)cc1	yes
NS00009362	CC(C)(c1ccccc1)c1ccc(O)cc1	CC(C)(c1ccccc1)c1ccc(O)cc1	yes
NS00000319	c(ccc1N(N(C=2C)C)C(=O)C2N(C)C)cc1	c1ccc(n2n(c(C)c(c2=O)N(C)C)C)cc1	yes
NS00000329	O=C2C(\NC=O)=C(\C)N(C)N2c1ccccc1	O=c1c(NC=O)c(C)n(C)n1c1ccccc1	yes
NS00023094	OC(=O)c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	OC(=O)c1cc(c(O)c(c1)N(=O)=O)N(=O)=O	yes
NS00034764	OC(=O)c1cc(c(O)cc1)[N+](=O)[O-]	OC(=O)c1cc(c(O)cc1)N(=O)=O	yes
NS00000631	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl	c1ccc(c(c1)CC(=O)O)Nc1c(cc(cc1Cl)O)Cl	yes
NS00006556	OC(=O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl	OC(=O)Cc1ccccc1Nc1c(Cl)ccc(O)c1Cl	yes
NS00006475	COc1ccc(N)c(c1)[N+]([O-])=O	COc1ccc(N)c(c1)N(=O)=O	yes
NS00003382	CC(C)CC=C	CC(C)CC=C	yes
NS00014600	Cc1cc(c(cc1)O)[N+](=O)[O-]	Cc1cc(c(cc1)O)N(=O)=O	yes
NS00008727	Cc1ccc(N)cc1N(=O)=O	Cc1ccc(N)cc1N(=O)=O	yes
NS00003075	Cc1ccc(N)cc1	Cc1ccc(N)cc1	yes
NS00008467	CC1CNC(=S)N1	CC1CNC(=S)N1	yes
NS00013892	Nc1ccc(cc1N)[N+]([O-])=O	Nc1ccc(cc1N)N(=O)=O	yes
NS00021951	Cc1cc(O)ccc1[N+](=O)[O-]	Cc1cc(O)ccc1N(=O)=O	yes
NS00034843	Nc1c(ccc(c1)[N+](=O)[O-])C(=O)O	Nc1c(ccc(c1)N(=O)=O)C(=O)O	yes
NS00014746	C1=CC(=C(C=C1[N+](=O)[O-])O)O	c1cc(c(cc1N(=O)=O)O)O	yes
NS00010495	Oc1ccc(cc1)[N+]([O-])=O	Oc1ccc(cc1)N(=O)=O	yes
NS00014409	[O-][N+](=O)c1cc[n+]([O-])c2ccccc12	O=N(=O)c1ccn(=O)c2ccccc12	yes
NS00010283	CCCCCCCCCC1=CC=C(C=C1)O	CCCCCCCCCc1ccc(cc1)O	yes
NS00008748	CCCCCCCCc1ccc(O)cc1	CCCCCCCCc1ccc(O)cc1	yes
NS00030894	CC(C)(C)c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]	CC(C)(C)c1cc(c(O)c(c1)N(=O)=O)N(=O)=O	yes
NS00004211	FC(F)Oc1ccc2[nH]c(=S)[nH]c2c1	FC(F)Oc1ccc2[nH]c(=S)[nH]c2c1	yes
NS00005234	C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O	CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O	yes
NS00004165	Nc1ccc(O)c(c1)C(O)=O	Nc1ccc(O)c(c1)C(=O)O	yes
NS00000256	c1(n(sc(c1)Cl)C)=O	c1(=O)n(sc(c1)Cl)C	yes
NS00008686	Cc1ccc(Cl)cc1N	Cc1ccc(Cl)cc1N	yes
NS00009697	Clc1ccc2n[nH]nc2c1	Clc1ccc2n[nH]nc2c1	yes
NS00009933	CCCCCCCC1CCCC(=O)O1	CCCCCCCC1CCCC(=O)O1	yes
NS00000337	FC1=CNC(=O)NC1=O	Fc1c[nH]c(=O)[nH]c1=O	yes
NS00008943	Cc1ccc2[nH]nnc2c1	Cc1ccc2[nH]nnc2c1	yes
NS00034693	[O-][N+](=O)c1cc2c([nH]cc2)cc1	O=N(=O)c1cc2c([nH]cc2)cc1	yes
NS00001706	OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O	OC(=O)c1cc(cc(c1)N(=O)=O)C(=O)O	yes
NS00005242	COc1cc(C=O)cc(c1O)[N+]([O-])=O	COc1cc(C=O)cc(c1O)N(=O)=O	yes
NS00011463	CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(O)=O	CC1(C)SC2C(N)C(=O)N2C1C(=O)O	yes
NS00031717	[O-][N+](=O)c1cc2c(cc[nH]2)cc1	O=N(=O)c1cc2c(cc[nH]2)cc1	yes
NS00036994	Cc1cc(O)c(cc1)[N+](=O)[O-]	Cc1cc(O)c(cc1)N(=O)=O	yes
NS00011465	COc1cc2CC(=O)NC=Cc2cc1OC	COc1cc2CC(=O)NC=Cc2cc1OC	yes
NS00009130	Clc1ccc2Nc3ccccc3C(=O)Nc2c1	Clc1ccc2[nH]c3ccccc3c(=O)[nH]c2c1	yes
NS00007994	Cc1ccc2cccc(O)c2n1	Cc1ccc2cccc(O)c2n1	yes
NS00006748	C1Cc2cccc3cccc1c23	C1Cc2cccc3cccc1c23	yes
NS00010697	c1ccc2cccc3c2c1C=C3	c1ccc2cccc3c2c1C=C3	yes
